_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isInfinite.match_1.eq_1	«ROOT».Data.DyadicSize	theorem	u_1	∀ (motive : «ROOT».Data.DyadicSize → Sort u_1)   (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.posInfinity)   (h_2 : (_ : Unit) → motive «ROOT».Data.DyadicSize.negInfinity)   (h_3 : (x : «ROOT».Data.DyadicSize) → motive x),   @Eq.{u_1} (motive «ROOT».Data.DyadicSize.posInfinity)     («ROOT».Data.DyadicSize.isInfinite.match_1.{u_1} motive «ROOT».Data.DyadicSize.posInfinity h_1 h_2       h_3)     (h_1 Unit.unit)		propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isInfinite.match_1.eq_2	«ROOT».Data.DyadicSize	theorem	u_1	∀ (motive : «ROOT».Data.DyadicSize → Sort u_1)   (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.posInfinity)   (h_2 : (_ : Unit) → motive «ROOT».Data.DyadicSize.negInfinity)   (h_3 : (x : «ROOT».Data.DyadicSize) → motive x),   @Eq.{u_1} (motive «ROOT».Data.DyadicSize.negInfinity)     («ROOT».Data.DyadicSize.isInfinite.match_1.{u_1} motive «ROOT».Data.DyadicSize.negInfinity h_1 h_2       h_3)     (h_2 Unit.unit)		propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isInfinite.match_1.eq_3	«ROOT».Data.DyadicSize	theorem	u_1	∀ (motive : «ROOT».Data.DyadicSize → Sort u_1) (x : «ROOT».Data.DyadicSize)   (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.posInfinity)   (h_2 : (_ : Unit) → motive «ROOT».Data.DyadicSize.negInfinity)   (h_3 : (x : «ROOT».Data.DyadicSize) → motive x),   (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.posInfinity → False) →     (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.negInfinity → False) →       @Eq.{u_1} (motive x) («ROOT».Data.DyadicSize.isInfinite.match_1.{u_1} motive x h_1 h_2 h_3) (h_3 x)		propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isInfinite.match_1.splitter	«ROOT».Data.DyadicSize	def	u_1	(motive : «ROOT».Data.DyadicSize → Sort u_1) →   (x : «ROOT».Data.DyadicSize) →     (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.posInfinity) →       (h_2 : (_ : Unit) → motive «ROOT».Data.DyadicSize.negInfinity) →         (h_3 :             (x : «ROOT».Data.DyadicSize) →               (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.posInfinity → False) →                 (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.negInfinity → False) →                   motive x) →           motive x	fun (motive : «ROOT».Data.DyadicSize → Sort u_1) (x : «ROOT».Data.DyadicSize)     (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.posInfinity)     (h_2 : (_ : Unit) → motive «ROOT».Data.DyadicSize.negInfinity)     (h_3 :       (x : «ROOT».Data.DyadicSize) →         (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.posInfinity → False) →           (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.negInfinity → False) → motive x) =>   @«ROOT».Data.DyadicSize.isInfinite._sparseCasesOn_1.{u_1} (fun (x : «ROOT».Data.DyadicSize) => motive x)     x (h_1 Unit.unit) (h_2 Unit.unit) fun (h : Nat.hasNotBit (nat_lit 6) («ROOT».Data.DyadicSize.ctorIdx x)) =>     h_3 x       (fun (x_1 : @Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.posInfinity) =>         @Eq.ndrec.{0, 1} «ROOT».Data.DyadicSize «ROOT».Data.DyadicSize.posInfinity           (fun (x : «ROOT».Data.DyadicSize) =>             Nat.hasNotBit (nat_lit 6) («ROOT».Data.DyadicSize.ctorIdx x) → False)           (fun               (h :                 Nat.hasNotBit (nat_lit 6)                   («ROOT».Data.DyadicSize.ctorIdx «ROOT».Data.DyadicSize.posInfinity)) =>             @absurd.{0}               (@Eq.{1} Nat                 (Nat.land (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1)))                   (Nat.shiftRight (nat_lit 6) (nat_lit 1)))                 (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1))))               False               (@Nat.eq_of_beq_eq_true                 (Nat.land (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1)))                   (Nat.shiftRight (nat_lit 6) (nat_lit 1)))                 (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1))) (@Eq.refl.{1} Bool Bool.true))               h)           x (@Eq.symm.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.posInfinity x_1) h)       fun (x_1 : @Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.negInfinity) =>       @Eq.ndrec.{0, 1} «ROOT».Data.DyadicSize «ROOT».Data.DyadicSize.negInfinity         (fun (x : «ROOT».Data.DyadicSize) =>           Nat.hasNotBit (nat_lit 6) («ROOT».Data.DyadicSize.ctorIdx x) → False)         (fun             (h :               Nat.hasNotBit (nat_lit 6)                 («ROOT».Data.DyadicSize.ctorIdx «ROOT».Data.DyadicSize.negInfinity)) =>           @absurd.{0}             (@Eq.{1} Nat               (Nat.land (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1)))                 (Nat.shiftRight (nat_lit 6) (nat_lit 2)))               (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1))))             False             (@Nat.eq_of_beq_eq_true               (Nat.land (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1)))                 (Nat.shiftRight (nat_lit 6) (nat_lit 2)))               (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1))) (@Eq.refl.{1} Bool Bool.true))             h)         x (@Eq.symm.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.negInfinity x_1) h	propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isNaN.match_1.eq_1	«ROOT».Data.DyadicSize	theorem	u_1	∀ (motive : «ROOT».Data.DyadicSize → Sort u_1) (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.nan)   (h_2 : (x : «ROOT».Data.DyadicSize) → motive x),   @Eq.{u_1} (motive «ROOT».Data.DyadicSize.nan)     («ROOT».Data.DyadicSize.isNaN.match_1.{u_1} motive «ROOT».Data.DyadicSize.nan h_1 h_2) (h_1 Unit.unit)		propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isNaN.match_1.eq_2	«ROOT».Data.DyadicSize	theorem	u_1	∀ (motive : «ROOT».Data.DyadicSize → Sort u_1) (x : «ROOT».Data.DyadicSize)   (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.nan) (h_2 : (x : «ROOT».Data.DyadicSize) → motive x),   (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.nan → False) →     @Eq.{u_1} (motive x) («ROOT».Data.DyadicSize.isNaN.match_1.{u_1} motive x h_1 h_2) (h_2 x)		propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isNaN.match_1.splitter	«ROOT».Data.DyadicSize	def	u_1	(motive : «ROOT».Data.DyadicSize → Sort u_1) →   (x : «ROOT».Data.DyadicSize) →     (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.nan) →       (h_2 :           (x : «ROOT».Data.DyadicSize) →             (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.nan → False) → motive x) →         motive x	fun (motive : «ROOT».Data.DyadicSize → Sort u_1) (x : «ROOT».Data.DyadicSize)     (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.nan)     (h_2 :       (x : «ROOT».Data.DyadicSize) →         (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.nan → False) → motive x) =>   @«ROOT».Data.DyadicSize.isNaN._sparseCasesOn_1.{u_1} (fun (x : «ROOT».Data.DyadicSize) => motive x) x     (h_1 Unit.unit) fun (h : Nat.hasNotBit (nat_lit 1) («ROOT».Data.DyadicSize.ctorIdx x)) =>     h_2 x fun (x_1 : @Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.nan) =>       @Eq.ndrec.{0, 1} «ROOT».Data.DyadicSize «ROOT».Data.DyadicSize.nan         (fun (x : «ROOT».Data.DyadicSize) =>           Nat.hasNotBit (nat_lit 1) («ROOT».Data.DyadicSize.ctorIdx x) → False)         (fun             (h : Nat.hasNotBit (nat_lit 1) («ROOT».Data.DyadicSize.ctorIdx «ROOT».Data.DyadicSize.nan)) =>           @absurd.{0}             (@Eq.{1} Nat               (Nat.land (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1)))                 (Nat.shiftRight (nat_lit 1) (nat_lit 0)))               (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1))))             False             (@Nat.eq_of_beq_eq_true               (Nat.land (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1)))                 (Nat.shiftRight (nat_lit 1) (nat_lit 0)))               (@OfNat.ofNat.{0} Nat (nat_lit 1) (instOfNatNat (nat_lit 1))) (@Eq.refl.{1} Bool Bool.true))             h)         x (@Eq.symm.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.nan x_1) h	propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isNegative.match_1.eq_1	«ROOT».Data.DyadicSize	theorem	u_1	∀ (motive : «ROOT».Data.DyadicSize → Sort u_1)   (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.negInfinity)   (h_2 : (units : Int) → motive («ROOT».Data.DyadicSize.finite units))   (h_3 : (x : «ROOT».Data.DyadicSize) → motive x),   @Eq.{u_1} (motive «ROOT».Data.DyadicSize.negInfinity)     («ROOT».Data.DyadicSize.isNegative.match_1.{u_1} motive «ROOT».Data.DyadicSize.negInfinity h_1 h_2       h_3)     (h_1 Unit.unit)		propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isNegative.match_1.eq_2	«ROOT».Data.DyadicSize	theorem	u_1	∀ (motive : «ROOT».Data.DyadicSize → Sort u_1) (units : Int)   (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.negInfinity)   (h_2 : (units : Int) → motive («ROOT».Data.DyadicSize.finite units))   (h_3 : (x : «ROOT».Data.DyadicSize) → motive x),   @Eq.{u_1} (motive («ROOT».Data.DyadicSize.finite units))     («ROOT».Data.DyadicSize.isNegative.match_1.{u_1} motive («ROOT».Data.DyadicSize.finite units) h_1 h_2       h_3)     (h_2 units)		propext
_private.«ROOT».Data.DyadicSize.0.«ROOT».Data.DyadicSize.isNegative.match_1.eq_3	«ROOT».Data.DyadicSize	theorem	u_1	∀ (motive : «ROOT».Data.DyadicSize → Sort u_1) (x : «ROOT».Data.DyadicSize)   (h_1 : (_ : Unit) → motive «ROOT».Data.DyadicSize.negInfinity)   (h_2 : (units : Int) → motive («ROOT».Data.DyadicSize.finite units))   (h_3 : (x : «ROOT».Data.DyadicSize) → motive x),   (@Eq.{1} «ROOT».Data.DyadicSize x «ROOT».Data.DyadicSize.negInfinity → False) →     (∀ (units : Int), @Eq.{1} «ROOT».Data.DyadicSize x («ROOT».Data.DyadicSize.finite units) → False) →       @Eq.{u_1} (motive x) («ROOT».Data.DyadicSize.isNegative.match_1.{u_1} motive x h_1 h_2 h_3) (h_3 x)		propext
